"gov","minoria","pmdb","psd","psdb","pt","TIPO","pps","pr","prp","resultado"
"Sim","Liberado","Não","Não","Sim","Não","PDC","Não","Sim","Sim",197.805464689728
"Não","Liberado","Não","Não","Sim","Não","PDC","Não","Sim","Sim",198.817376845695
"Sim","Sim","Liberado","Não","Sim","Não","PDC","Não","Sim","Sim",235.388080508566
"Não","Sim","Liberado","Não","Sim","Não","PDC","Não","Sim","Sim",232.999404815966
"Sim","Não","Liberado","Não","Sim","Não","PDC","Não","Sim","Sim",215.473306886295
"Não","Não","Liberado","Não","Sim","Não","PDC","Não","Sim","Sim",215.452950491414
"Sim","Liberado","Liberado","Não","Sim","Não","PDC","Não","Sim","Sim",224.295886135885
"Não","Liberado","Liberado","Não","Sim","Não","PDC","Não","Sim","Sim",226.910266645765
"Sim","Sim","Sim","Liberado","Sim","Não","PDC","Não","Sim","Sim",267.931385038284
"Não","Sim","Sim","Liberado","Sim","Não","PDC","Não","Sim","Sim",263.029755672028
"Sim","Não","Sim","Liberado","Sim","Não","PDC","Não","Sim","Sim",249.384660845847
"Não","Não","Sim","Liberado","Sim","Não","PDC","Não","Sim","Sim",249.526598239185
"Sim","Liberado","Sim","Liberado","Sim","Não","PDC","Não","Sim","Sim",253.728779692064
"Não","Liberado","Sim","Liberado","Sim","Não","PDC","Não","Sim","Sim",256.819641449813
"Sim","Sim","Não","Liberado","Sim","Não","PDC","Não","Sim","Sim",224.496320104229
"Não","Sim","Não","Liberado","Sim","Não","PDC","Não","Sim","Sim",226.491964781592
"Sim","Não","Não","Liberado","Sim","Não","PDC","Não","Sim","Sim",199.648716206228
"Não","Não","Não","Liberado","Sim","Não","PDC","Não","Sim","Sim",204.15206725823
"Sim","Liberado","Não","Liberado","Sim","Não","PDC","Não","Sim","Sim",209.232375020126
"Não","Liberado","Não","Liberado","Sim","Não","PDC","Não","Sim","Sim",215.88464176477
"Sim","Sim","Liberado","Liberado","Sim","Não","PDC","Não","Sim","Sim",247.80521540843
"Não","Sim","Liberado","Liberado","Sim","Não","PDC","Não","Sim","Sim",248.376125184883
"Sim","Não","Liberado","Liberado","Sim","Não","PDC","Não","Sim","Sim",227.17916753727
"Não","Não","Liberado","Liberado","Sim","Não","PDC","Não","Sim","Sim",231.642958501145
"Sim","Liberado","Liberado","Liberado","Sim","Não","PDC","Não","Sim","Sim",234.240512606547
"Não","Liberado","Liberado","Liberado","Sim","Não","PDC","Não","Sim","Sim",241.749969460691
"Sim","Sim","Sim","Sim","Não","Não","PDC","Não","Sim","Sim",269.257248680392
"Não","Sim","Sim","Sim","Não","Não","PDC","Não","Sim","Sim",261.659627924934
"Sim","Não","Sim","Sim","Não","Não","PDC","Não","Sim","Sim",250.298299503301
"Não","Não","Sim","Sim","Não","Não","PDC","Não","Sim","Sim",248.076688779961
"Sim","Liberado","Sim","Sim","Não","Não","PDC","Não","Sim","Sim",250.796956992905
"Não","Liberado","Sim","Sim","Não","Não","PDC","Não","Sim","Sim",251.896195091577
"Sim","Sim","Não","Sim","Não","Não","PDC","Não","Sim","Sim",217.081500345404
"Não","Sim","Não","Sim","Não","Não","PDC","Não","Sim","Sim",211.269535786581
"Sim","Não","Não","Sim","Não","Não","PDC","Não","Sim","Sim",192.955816159779
"Não","Não","Não","Sim","Não","Não","PDC","Não","Sim","Sim",189.400195524198
"Sim","Liberado","Não","Sim","Não","Não","PDC","Não","Sim","Sim",200.86229882316
"Não","Liberado","Não","Sim","Não","Não","PDC","Não","Sim","Sim",198.353400700141
"Sim","Sim","Liberado","Sim","Não","Não","PDC","Não","Sim","Sim",243.882854141005
"Não","Sim","Liberado","Sim","Não","Não","PDC","Não","Sim","Sim",238.87468605187
"Sim","Não","Liberado","Sim","Não","Não","PDC","Não","Sim","Sim",224.934760081117
"Não","Não","Liberado","Sim","Não","Não","PDC","Não","Sim","Sim",223.592119798134
"Sim","Liberado","Liberado","Sim","Não","Não","PDC","Não","Sim","Sim",229.354327654581
"Não","Liberado","Liberado","Sim","Não","Não","PDC","Não","Sim","Sim",230.701751178179
"Sim","Sim","Sim","Não","Não","Não","PDC","Não","Sim","Sim",245.323355356268
"Não","Sim","Sim","Não","Não","Não","PDC","Não","Sim","Sim",232.241157299298
"Sim","Não","Sim","Não","Não","Não","PDC","Não","Sim","Sim",225.983584117221
"Não","Não","Sim","Não","Não","Não","PDC","Não","Sim","Sim",216.910051849546
"Sim","Liberado","Sim","Não","Não","Não","PDC","Não","Sim","Sim",231.083655630963
"Não","Liberado","Sim","Não","Não","Não","PDC","Não","Sim","Sim",224.287715220264
"Sim","Sim","Não","Não","Não","Não","PDC","Não","Sim","Sim",186.107576546657
"Não","Sim","Não","Não","Não","Não","PDC","Não","Sim","Sim",173.819018882318
"Sim","Não","Não","Não","Não","Não","PDC","Não","Sim","Sim",159.865355676725
"Não","Não","Não","Não","Não","Não","PDC","Não","Sim","Sim",147.788154882836
"Sim","Liberado","Não","Não","Não","Não","PDC","Não","Sim","Sim",170.21079138973
"Não","Liberado","Não","Não","Não","Não","PDC","Não","Sim","Sim",158.422144219545
"Sim","Sim","Liberado","Não","Não","Não","PDC","Não","Sim","Sim",217.805594487267
"Não","Sim","Liberado","Não","Não","Não","PDC","Não","Sim","Sim",208.037727416688
"Sim","Não","Liberado","Não","Não","Não","PDC","Não","Sim","Sim",196.798528058716
"Não","Não","Liberado","Não","Não","Não","PDC","Não","Sim","Sim",188.835022040642
"Sim","Liberado","Liberado","Não","Não","Não","PDC","Não","Sim","Sim",205.083493002011
"Não","Liberado","Liberado","Não","Não","Não","PDC","Não","Sim","Sim",199.266136068185
"Sim","Sim","Sim","Liberado","Não","Não","PDC","Não","Sim","Sim",253.462221770416
"Não","Sim","Sim","Liberado","Não","Não","PDC","Não","Sim","Sim",245.585838124418
"Sim","Não","Sim","Liberado","Não","Não","PDC","Não","Sim","Sim",231.826350412246
"Não","Não","Sim","Liberado","Não","Não","PDC","Não","Sim","Sim",229.166285599021
"Sim","Liberado","Sim","Liberado","Não","Não","PDC","Não","Sim","Sim",235.145018871622
"Não","Liberado","Sim","Liberado","Não","Não","PDC","Não","Sim","Sim",235.415746580079
"Sim","Sim","Não","Liberado","Não","Não","PDC","Não","Sim","Sim",202.062244844995
"Não","Sim","Não","Liberado","Não","Não","PDC","Não","Sim","Sim",195.592176764281
"Sim","Não","Não","Liberado","Não","Não","PDC","Não","Sim","Sim",175.268641767944
"Não","Não","Não","Liberado","Não","Não","PDC","Não","Sim","Sim",170.783189506365
"Sim","Liberado","Não","Liberado","Não","Não","PDC","Não","Sim","Sim",185.123939604061
"Não","Liberado","Não","Liberado","Não","Não","PDC","Não","Sim","Sim",181.963398298618
"Sim","Sim","Liberado","Liberado","Não","Não","PDC","Não","Sim","Sim",230.235228173178
"Não","Sim","Liberado","Liberado","Não","Não","PDC","Não","Sim","Sim",225.037942180238
"Sim","Não","Liberado","Liberado","Não","Não","PDC","Não","Sim","Sim",207.868369706346
"Não","Não","Liberado","Liberado","Não","Não","PDC","Não","Sim","Sim",206.383591748782
"Sim","Liberado","Liberado","Liberado","Não","Não","PDC","Não","Sim","Sim",214.849998261941
"Não","Liberado","Liberado","Liberado","Não","Não","PDC","Não","Sim","Sim",215.909651005713
"Sim","Sim","Sim","Sim","Liberado","Não","PDC","Não","Sim","Sim",269.964203743011
"Não","Sim","Sim","Sim","Liberado","Não","PDC","Não","Sim","Sim",265.954952684522
"Sim","Não","Sim","Sim","Liberado","Não","PDC","Não","Sim","Sim",250.50253595403
"Não","Não","Sim","Sim","Liberado","Não","PDC","Não","Sim","Sim",251.861890165756
"Sim","Liberado","Sim","Sim","Liberado","Não","PDC","Não","Sim","Sim",251.110881671059
"Não","Liberado","Sim","Sim","Liberado","Não","PDC","Não","Sim","Sim",256.003018038129
"Sim","Sim","Não","Sim","Liberado","Não","PDC","Não","Sim","Sim",220.49165662246
"Não","Sim","Não","Sim","Liberado","Não","PDC","Não","Sim","Sim",218.511375036578
"Sim","Não","Não","Sim","Liberado","Não","PDC","Não","Sim","Sim",197.644674168437
"Não","Não","Não","Sim","Liberado","Não","PDC","Não","Sim","Sim",197.658731743893
"Sim","Liberado","Não","Sim","Liberado","Não","PDC","Não","Sim","Sim",204.851123498485
"Não","Liberado","Não","Sim","Liberado","Não","PDC","Não","Sim","Sim",206.370827396026
"Sim","Sim","Liberado","Sim","Liberado","Não","PDC","Não","Sim","Sim",245.212966175637
"Não","Sim","Liberado","Sim","Liberado","Não","PDC","Não","Sim","Sim",243.967280137784
"Sim","Não","Liberado","Sim","Liberado","Não","PDC","Não","Sim","Sim",226.289619734797
"Não","Não","Liberado","Sim","Liberado","Não","PDC","Não","Sim","Sim",228.702056741191
"Sim","Liberado","Liberado","Sim","Liberado","Não","PDC","Não","Sim","Sim",230.424073974927
"Não","Liberado","Liberado","Sim","Liberado","Não","PDC","Não","Sim","Sim",235.766641454569
"Sim","Sim","Sim","Não","Liberado","Não","PDC","Não","Sim","Sim",245.258696133172
"Não","Sim","Sim","Não","Liberado","Não","PDC","Não","Sim","Sim",237.865351106506
"Sim","Não","Sim","Não","Liberado","Não","PDC","Não","Sim","Sim",226.712037499167
"Não","Não","Sim","Não","Liberado","Não","PDC","Não","Sim","Sim",223.318453499891
"Sim","Liberado","Sim","Não","Liberado","Não","PDC","Não","Sim","Sim",230.678697240334
"Não","Liberado","Sim","Não","Liberado","Não","PDC","Não","Sim","Sim",229.6699717647
"Sim","Sim","Não","Não","Liberado","Não","PDC","Não","Sim","Sim",191.71244949038
"Não","Sim","Não","Não","Liberado","Não","PDC","Não","Sim","Sim",185.956422371344
"Sim","Não","Não","Não","Liberado","Não","PDC","Não","Sim","Sim",167.847113685383
"Não","Não","Não","Não","Liberado","Não","PDC","Não","Sim","Sim",162.040605341559
"Sim","Liberado","Não","Não","Liberado","Não","PDC","Não","Sim","Sim",177.056182731722
"Não","Liberado","Não","Não","Liberado","Não","PDC","Não","Sim","Sim",171.965818487792
"Sim","Sim","Liberado","Não","Liberado","Não","PDC","Não","Sim","Sim",219.647639855233
"Não","Sim","Liberado","Não","Liberado","Não","PDC","Não","Sim","Sim",215.570571502602
"Sim","Não","Liberado","Não","Liberado","Não","PDC","Não","Sim","Sim",199.674444855253
"Não","Não","Liberado","Não","Liberado","Não","PDC","Não","Sim","Sim",197.392832793223
"Sim","Liberado","Liberado","Não","Liberado","Não","PDC","Não","Sim","Sim",206.921696465214
"Não","Liberado","Liberado","Não","Liberado","Não","PDC","Não","Sim","Sim",207.057633487433
"Sim","Sim","Sim","Liberado","Liberado","Não","PDC","Não","Sim","Sim",253.775785923943
"Não","Sim","Sim","Liberado","Liberado","Não","PDC","Não","Sim","Sim",250.123121974915
"Sim","Não","Sim","Liberado","Liberado","Não","PDC","Não","Sim","Sim",232.541027170816
"Não","Não","Sim","Liberado","Liberado","Não","PDC","Não","Sim","Sim",234.063277292656
"Sim","Liberado","Sim","Liberado","Liberado","Não","PDC","Não","Sim","Sim",235.140283857617
"Não","Liberado","Sim","Liberado","Liberado","Não","PDC","Não","Sim","Sim",239.703259834471
"Sim","Sim","Não","Liberado","Liberado","Não","PDC","Não","Sim","Sim",206.486567788718
"Não","Sim","Não","Liberado","Liberado","Não","PDC","Não","Sim","Sim",204.983521569834
"Sim","Não","Não","Liberado","Liberado","Não","PDC","Não","Sim","Sim",181.561999776602
"Não","Não","Não","Liberado","Liberado","Não","PDC","Não","Sim","Sim",181.838231281614
"Sim","Liberado","Não","Liberado","Liberado","Não","PDC","Não","Sim","Sim",190.230330946052
"Não","Liberado","Não","Liberado","Liberado","Não","PDC","Não","Sim","Sim",192.261730550058
"Sim","Sim","Liberado","Liberado","Liberado","Não","PDC","Não","Sim","Sim",232.237082632053
"Não","Sim","Liberado","Liberado","Liberado","Não","PDC","Não","Sim","Sim",231.293462023728
"Sim","Não","Liberado","Liberado","Liberado","Não","PDC","Não","Sim","Sim",210.436228927125
"Não","Não","Liberado","Liberado","Liberado","Não","PDC","Não","Sim","Sim",213.163711592272
"Sim","Liberado","Liberado","Liberado","Liberado","Não","PDC","Não","Sim","Sim",216.652144149387
"Não","Liberado","Liberado","Liberado","Liberado","Não","PDC","Não","Sim","Sim",222.198124182536
"Sim","Sim","Sim","Sim","Sim","Sim","PEC","Não","Sim","Sim",359.970672045209
"Não","Sim","Sim","Sim","Sim","Sim","PEC","Não","Sim","Sim",342.743200778967
"Sim","Não","Sim","Sim","Sim","Sim","PEC","Não","Sim","Sim",309.715224906212
"Não","Não","Sim","Sim","Sim","Sim","PEC","Não","Sim","Sim",306.774330149787
"Sim","Liberado","Sim","Sim","Sim","Sim","PEC","Não","Sim","Sim",316.579128862321
"Não","Liberado","Sim","Sim","Sim","Sim","PEC","Não","Sim","Sim",317.439510011359
"Sim","Sim","Não","Sim","Sim","Sim","PEC","Não","Sim","Sim",285.126499354188
"Não","Sim","Não","Sim","Sim","Sim","PEC","Não","Sim","Sim",276.201552590026
"Sim","Não","Não","Sim","Sim","Sim","PEC","Não","Sim","Sim",246.652077464424
"Não","Não","Não","Sim","Sim","Sim","PEC","Não","Sim","Sim",243.114109555958
"Sim","Liberado","Não","Sim","Sim","Sim","PEC","Não","Sim","Sim",254.592510363427
"Não","Liberado","Não","Sim","Sim","Sim","PEC","Não","Sim","Sim",253.431386071529
"Sim","Sim","Liberado","Sim","Sim","Sim","PEC","Não","Sim","Sim",316.265941663697
"Não","Sim","Liberado","Sim","Sim","Sim","PEC","Não","Sim","Sim",306.331833355082
"Sim","Não","Liberado","Sim","Sim","Sim","PEC","Não","Sim","Sim",274.181167491039
"Não","Não","Liberado","Sim","Sim","Sim","PEC","Não","Sim","Sim",273.109762677743
"Sim","Liberado","Liberado","Sim","Sim","Sim","PEC","Não","Sim","Sim",281.483090466301
"Não","Liberado","Liberado","Sim","Sim","Sim","PEC","Não","Sim","Sim",283.965436417659
"Sim","Sim","Sim","Não","Sim","Sim","PEC","Não","Sim","Sim",314.950959203252
"Não","Sim","Sim","Não","Sim","Sim","PEC","Não","Sim","Sim",298.30955979249
"Sim","Não","Sim","Não","Sim","Sim","PEC","Não","Sim","Sim",271.587805567219
"Não","Não","Sim","Não","Sim","Sim","PEC","Não","Sim","Sim",266.862654596664
"Sim","Liberado","Sim","Não","Sim","Sim","PEC","Não","Sim","Sim",279.554193583927
"Não","Liberado","Sim","Não","Sim","Sim","PEC","Não","Sim","Sim",277.629623706562
"Sim","Sim","Não","Não","Sim","Sim","PEC","Não","Sim","Sim",240.797391065689
"Não","Sim","Não","Não","Sim","Sim","PEC","Não","Sim","Sim",232.256860381187
"Sim","Não","Não","Não","Sim","Sim","PEC","Não","Sim","Sim",207.645269611926
"Não","Não","Não","Não","Sim","Sim","PEC","Não","Sim","Sim",203.048601223437
"Sim","Liberado","Não","Não","Sim","Sim","PEC","Não","Sim","Sim",216.756857157556
"Não","Liberado","Não","Não","Sim","Sim","PEC","Não","Sim","Sim",213.831842340495
"Sim","Sim","Liberado","Não","Sim","Sim","PEC","Não","Sim","Sim",272.70178944659
"Não","Sim","Liberado","Não","Sim","Sim","PEC","Não","Sim","Sim",263.815331300334
"Sim","Não","Liberado","Não","Sim","Sim","PEC","Não","Sim","Sim",236.66719105836
"Não","Não","Liberado","Não","Sim","Sim","PEC","Não","Sim","Sim",234.932420605314
"Sim","Liberado","Liberado","Não","Sim","Sim","PEC","Não","Sim","Sim",245.02353753256
"Não","Liberado","Liberado","Não","Sim","Sim","PEC","Não","Sim","Sim",246.039108746182
"Sim","Sim","Sim","Liberado","Sim","Sim","PEC","Não","Sim","Sim",327.089684998719
"Não","Sim","Sim","Liberado","Sim","Sim","PEC","Não","Sim","Sim",314.477965194548
"Sim","Não","Sim","Liberado","Sim","Sim","PEC","Não","Sim","Sim",280.724209830116
"Não","Não","Sim","Liberado","Sim","Sim","PEC","Não","Sim","Sim",281.416715341426
"Sim","Liberado","Sim","Liberado","Sim","Sim","PEC","Não","Sim","Sim",288.561137353935
"Não","Liberado","Sim","Liberado","Sim","Sim","PEC","Não","Sim","Sim",292.461346716837
"Sim","Sim","Não","Liberado","Sim","Sim","PEC","Não","Sim","Sim",255.999206967179
"Não","Sim","Não","Liberado","Sim","Sim","PEC","Não","Sim","Sim",251.409882131657
"Sim","Não","Não","Liberado","Sim","Sim","PEC","Não","Sim","Sim",220.242100857695
"Não","Não","Não","Liberado","Sim","Sim","PEC","Não","Sim","Sim",221.246481557097
"Sim","Liberado","Não","Liberado","Sim","Sim","PEC","Não","Sim","Sim",229.269168205467
"Não","Liberado","Não","Liberado","Sim","Sim","PEC","Não","Sim","Sim",232.346627201572
"Sim","Sim","Liberado","Liberado","Sim","Sim","PEC","Não","Sim","Sim",287.762038790877
"Não","Sim","Liberado","Liberado","Sim","Sim","PEC","Não","Sim","Sim",282.230834325285
"Sim","Não","Liberado","Liberado","Sim","Sim","PEC","Não","Sim","Sim",248.431181987923
"Não","Não","Liberado","Liberado","Sim","Sim","PEC","Não","Sim","Sim",251.960249363544
"Sim","Liberado","Liberado","Liberado","Sim","Sim","PEC","Não","Sim","Sim",256.582525112092
"Não","Liberado","Liberado","Liberado","Sim","Sim","PEC","Não","Sim","Sim",263.148437865162
"Sim","Sim","Sim","Sim","Não","Sim","PEC","Não","Sim","Sim",305.899069790612
"Não","Sim","Sim","Sim","Não","Sim","PEC","Não","Sim","Sim",296.805244849222
"Sim","Não","Sim","Sim","Não","Sim","PEC","Não","Sim","Sim",251.983513600739
"Não","Não","Sim","Sim","Não","Sim","PEC","Não","Sim","Sim",256.346884088643
"Sim","Liberado","Sim","Sim","Não","Sim","PEC","Não","Sim","Sim",257.820163046047
"Não","Liberado","Sim","Sim","Não","Sim","PEC","Não","Sim","Sim",265.387714826855
"Sim","Sim","Não","Sim","Não","Sim","PEC","Não","Sim","Sim",246.558631238465
"Não","Sim","Não","Sim","Não","Sim","PEC","Não","Sim","Sim",238.062142933845
"Sim","Não","Não","Sim","Não","Sim","PEC","Não","Sim","Sim",207.42970100871
"Não","Não","Não","Sim","Não","Sim","PEC","Não","Sim","Sim",203.299592240821
"Sim","Liberado","Não","Sim","Não","Sim","PEC","Não","Sim","Sim",216.733264681341
"Não","Liberado","Não","Sim","Não","Sim","PEC","Não","Sim","Sim",214.169465971463
"Sim","Sim","Liberado","Sim","Não","Sim","PEC","Não","Sim","Sim",274.379900045443
"Não","Sim","Liberado","Sim","Não","Sim","PEC","Não","Sim","Sim",268.163114865152
"Sim","Não","Liberado","Sim","Não","Sim","PEC","Não","Sim","Sim",230.331679203631
"Não","Não","Liberado","Sim","Não","Sim","PEC","Não","Sim","Sim",232.273477507917
"Sim","Liberado","Liberado","Sim","Não","Sim","PEC","Não","Sim","Sim",238.110187438361
"Não","Liberado","Liberado","Sim","Não","Sim","PEC","Não","Sim","Sim",242.915782020121
"Sim","Sim","Sim","Não","Não","Sim","PEC","Não","Sim","Sim",278.911759434953
"Não","Sim","Sim","Não","Não","Sim","PEC","Não","Sim","Sim",264.134139903697
"Sim","Não","Sim","Não","Não","Sim","PEC","Não","Sim","Sim",234.008507685729
"Não","Não","Sim","Não","Não","Sim","PEC","Não","Sim","Sim",229.98710116044
"Sim","Liberado","Sim","Não","Não","Sim","PEC","Não","Sim","Sim",241.986677678576
"Não","Liberado","Sim","Não","Não","Sim","PEC","Não","Sim","Sim",240.037567772168
"Sim","Sim","Não","Não","Não","Sim","PEC","Não","Sim","Sim",210.517125548064
"Não","Sim","Não","Não","Não","Sim","PEC","Não","Sim","Sim",195.378361877508
"Sim","Não","Não","Não","Não","Sim","PEC","Não","Sim","Sim",177.915251897396
"Não","Não","Não","Não","Não","Sim","PEC","Não","Sim","Sim",165.541360555166
